package_name,version,role,declared_in,usage_tier,files_with_import,import_edges,distinct_import_paths,top_import_paths
tinytemplate,1.2.1,transitive,,transitive-only,0,0,0,
tinyvec,1.11.0,transitive,,transitive-only,0,0,0,
tinyvec_macros,0.1.1,transitive,,transitive-only,0,0,0,
tokio,1.52.3,direct,"cortex-cli,cortex-graph,cortex-indexer,cortex-mcp,cortex-pipeline,cortex-vector,cortex-watcher",source-referenced,14,32,22,"tokio::time::timeout | tokio::sync::RwLock | tokio::runtime::Runtime | tokio::sync:: | tokio::sync:: {Mutex, Semaphore, SemaphorePermit} | tokio::sync::Mutex | tokio::sync::Mutex as AsyncMutex | tokio::sync::mpsc | tokio::task::JoinSet | tokio::time"
tokio-macros,2.7.0,transitive,,transitive-only,0,0,0,
tokio-rustls,0.26.4,transitive,,transitive-only,0,0,0,
tokio-stream,0.1.18,direct,cortex-mcp,direct-unused-candidate,0,0,0,
tokio-tungstenite,0.29.0,direct,"cortex-cli,cortex-mcp",source-referenced,2,8,6,tokio_tungstenite::connect_async | tokio_tungstenite::tungstenite::Message | tokio_tungstenite::tungstenite::Message as WsMessage | tokio_tungstenite::connect_async | tokio_tungstenite::tungstenite::Message | tokio_tungstenite::tungstenite::Message as WsMessage
tokio-util,0.7.18,transitive,,transitive-only,0,0,0,
toml,1.1.2+spec-1.1.0,direct,cortex-core,direct-no-source-imports,0,0,0,
toml_datetime,1.1.1+spec-1.1.0,transitive,,transitive-only,0,0,0,
toml_edit,0.25.11+spec-1.1.0,transitive,,transitive-only,0,0,0,
toml_parser,1.1.2+spec-1.1.0,transitive,,transitive-only,0,0,0,
toml_writer,1.1.1+spec-1.1.0,transitive,,transitive-only,0,0,0,
tonic,0.14.6,transitive,,transitive-only,0,0,0,
tonic-prost,0.14.6,transitive,,transitive-only,0,0,0,
tower,0.5.3,transitive,,transitive-only,0,0,0,
tower-http,0.6.11,transitive,,transitive-only,0,0,0,
tower-layer,0.3.3,transitive,,transitive-only,0,0,0,
tower-service,0.3.3,transitive,,transitive-only,0,0,0,
tracing,0.1.44,direct,"cortex-graph,cortex-indexer,cortex-mcp,cortex-pipeline,cortex-vector,cortex-watcher",source-referenced,13,46,20,"tracing:: | tracing::warn | tracing:: {debug, info, instrument, warn} | tracing:: {debug, instrument} | tracing:: {Level, debug, info, instrument, span, warn} | tracing:: {Level, info, instrument, span} | tracing:: {debug, info} | tracing:: {debug, instrument, warn} | tracing:: {info, instrument} | tracing:: {info, warn}"
tracing-attributes,0.1.31,transitive,,transitive-only,0,0,0,
tracing-core,0.1.36,transitive,,transitive-only,0,0,0,
tracing-log,0.2.0,transitive,,transitive-only,0,0,0,
tracing-subscriber,0.3.23,direct,cortex-cli,source-referenced,1,2,2,tracing_subscriber::EnvFilter | tracing_subscriber::EnvFilter
tree-sitter,0.26.9,direct,cortex-parser,source-referenced,16,74,12,"tree_sitter::Parser | tree_sitter:: | tree_sitter::Query | tree_sitter:: {Query, QueryCursor, StreamingIterator} | tree_sitter:: {Language, Parser, Tree} | tree_sitter:: {Node, Query, QueryCursor, StreamingIterator, Tree} | tree_sitter::Parser | tree_sitter:: | tree_sitter::Query | tree_sitter:: {Query, QueryCursor, StreamingIterator}"
tree-sitter-bash,0.25.1,direct,cortex-parser,direct-no-source-imports,0,0,0,
tree-sitter-c,0.24.2,direct,cortex-parser,direct-no-source-imports,0,0,0,
tree-sitter-cpp,0.23.4,direct,cortex-parser,direct-no-source-imports,0,0,0,
tree-sitter-go,0.25.0,direct,cortex-parser,direct-no-source-imports,0,0,0,
tree-sitter-java,0.23.5,direct,cortex-parser,direct-no-source-imports,0,0,0,
tree-sitter-javascript,0.25.0,direct,cortex-parser,direct-no-source-imports,0,0,0,
tree-sitter-json,0.24.8,direct,cortex-parser,direct-no-source-imports,0,0,0,
tree-sitter-kotlin-ng,1.1.0,direct,cortex-parser,direct-no-source-imports,0,0,0,
tree-sitter-language,0.1.7,transitive,,transitive-only,0,0,0,
tree-sitter-php,0.24.2,direct,cortex-parser,direct-no-source-imports,0,0,0,
tree-sitter-python,0.25.0,direct,cortex-parser,direct-no-source-imports,0,0,0,
tree-sitter-ruby,0.23.1,direct,cortex-parser,direct-no-source-imports,0,0,0,
